"Fishery_ShortName","Fishery","Region","GearType_specific","GearType_general","Year","Target","Target_HMS","Overfished_Fm","Overfished_Fm_numeric","Overfishing_Bt","Overfishing_Bt_numeric","TotalDiscards_FI_lbs","TotalDiscards_FI_inds","TotalBycatch_SS_inds","Discard_Rate","ESA_sp_num","ESA_FI_discards_lbs","ESA_FI_discards_inds","ESA_birdturt","IUCN_sp_num","IUCN_FI_discards_lbs","IUCN_FI_discards_inds","IUCN_birdturt","MMPA","VessPers","Fishery_Tier","CV_mean","CV_median","CV_max","NORM_TotalDiscards_lbs","NORM_TotalDiscards_inds","NORM_IUCN_lbs","NORM_IUCN_inds","NORM_ESA_inds","NORM_ESA_lbs","NORM_TotalBycatch_inds","NORM_Discard_Rate","NORM_ESA_num","NORM_ESA_birdturt","NORM_IUCN_num","NORM_IUCN_birdturt","NORM_MMPA","NORM_Tier","NORM_CV","NORM_TotalDiscards_Combined","NORM_ESA_Discards_Combined","NORM_IUCN_Discards_Combined","mean_criteria","criteria_sd","ncrit","criteria_se"
"NE: MA Clam/Quahog Dredge","Mid-Atlantic Clam/Quahog Dredge","NE","dredge, clam","dredge",2014,"Ocean quahog, Atlantic surfclam","N","None",0,"None",0,NA,NA,0,NA,0,NA,NA,0,16,NA,NA,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.355555555555556,0,0,0.333333333333333,NA,NA,NA,NA,0.0861111111111111,0.162485270691182,7,0.0614136597085542
"NE: MA Clam/Quahog Dredge","Mid-Atlantic Clam/Quahog Dredge","NE","dredge, clam","dredge",2015,"Ocean quahog, Atlantic surfclam","N","None",0,"None",0,6002313.65,NA,0,0.018999648,2,0,NA,0,44,241146.83,NA,0,1,NA,2,0.746071429,0.765,1.2,0.020294931249507,NA,0.0216068785844431,NA,NA,0,0,0.0226651986471594,0.333333333333333,0,0.977777777777778,0,0,0.333333333333333,0.0302079963154632,0.020294931249507,0,0.0216068785844431,0.133786111480078,0.282872685507737,12,0.0816583105621423
"NE: MA Conch Pots and Traps","Mid-Atlantic Conch Pots and Traps","NE","pots and traps","pots and traps",2014,"Whelks","N","Unlisted",0,"Unlisted",0,330656.6,NA,0,0.131464976,2,0,NA,0,23,0,NA,0,2,NA,2,2.457,0.93,14.7,0.00111801104632307,NA,0,NA,NA,0,0,0.156828157878716,0.333333333333333,0,0.511111111111111,0,0.5,0.333333333333333,0.0994824946541318,0.00111801104632307,0,0,0.187323572412073,0.217767867606246,12,0.0628641684916584
"NE: MA Conch Pots and Traps","Mid-Atlantic Conch Pots and Traps","NE","pots and traps","pots and traps",2015,"Whelks","N","Unlisted",0,"Unlisted",0,471712.54,NA,0,0.193854748,2,0,NA,0,44,9.26,NA,0,2,NA,2,1.598,0.79,5.93,0.00159494723652609,NA,8.29700708451956e-07,NA,NA,0,0,0.231254619670587,0.333333333333333,0,0.977777777777778,0,0.5,0.333333333333333,0.0647020864702086,0.00159494723652609,0,8.29700708451956e-07,0.226307455963267,0.300560772224786,12,0.0867644213759109
"NE: MA Extra-Large-Mesh Gillnet","Mid-Atlantic Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2010,"Striped bass, Goosefish, Skates, Other finfish","M","None",0,"None",0,1073052.87,NA,NA,0.147513814,1,0,NA,NA,10,82941.44,NA,NA,3,"670",1,0.864291667,0.71365,3.4549,0.00362818997699932,NA,0.00743159519741095,NA,NA,0,NA,0.175973254741884,0.166666666666667,NA,0.222222222222222,NA,1,0,0.0349946646894335,0.00362818997699932,0,0.00743159519741095,0.261091659349462,0.402793026215849,9,0.13426434207195
"NE: MA Extra-Large-Mesh Gillnet","Mid-Atlantic Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2011,"Striped bass, Goosefish, Skates, Other finfish","M","None",0,"None",0,1706746.59,NA,NA,0.182487246,0,0,NA,NA,10,194597.62,NA,NA,3,"5495",1,0.554125,0.4489,1.355,0.00577082550565823,NA,0.017436045699467,NA,NA,0,NA,0.217694016287199,0,NA,0.222222222222222,NA,1,0,0.0224361975377374,0.00577082550565823,0,0.017436045699467,0.248555930725228,0.410073939406385,9,0.136691313135462
"NE: MA Extra-Large-Mesh Gillnet","Mid-Atlantic Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2012,"Striped bass, Goosefish, Skates, Other finfish","M","None",0,"None",0,1047960,NA,NA,0.122078958,0,0,NA,NA,10,119121.16,NA,NA,3,"5509",1,0.649628571,0.7152,1.0136,0.00354334634815916,NA,0.0106733165057904,NA,NA,0,NA,0.145631320838587,0,NA,0.222222222222222,NA,1,0,0.0263030813356446,0.00354334634815916,0,0.0106733165057904,0.24083732872504,0.411673874629372,9,0.137224624876457
"NE: MA Extra-Large-Mesh Gillnet","Mid-Atlantic Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2013,"Striped bass, Goosefish, Skates, Other finfish","M","None",0,"None",0,991492.1,NA,NA,0.13203745,0,0,NA,NA,10,265188.87,NA,NA,3,"5509",1,0.666177778,0.5722,1.0585,0.00335241794702437,NA,0.0237610575931505,NA,NA,0,NA,0.157511077737565,0,NA,0.222222222222222,NA,1,0,0.0269731490592537,0.00335241794702437,0,0.0237610575931505,0.243381992455922,0.410535665939732,9,0.136845221979911
"NE: MA Extra-Large-Mesh Gillnet","Mid-Atlantic Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2014,"Striped bass, Goosefish, Skates, Other finfish","M","Striped bass unlisted",0,"Striped bass unlisted, Barndoor skate rebuilding",0,1713354.54,NA,NA,0.195802877,2,24097.03,NA,NA,23,545774.25,NA,NA,3,"5509",1,0.74625,0.805,1.31,0.00579316820528543,NA,0.0489016503109973,NA,NA,0.0139212906102395,NA,0.233578595924004,0.333333333333333,NA,0.511111111111111,NA,1,0,0.0302152265509344,0.00579316820528543,0.0139212906102395,0.0489016503109973,0.317685437604591,0.401870054935608,9,0.133956684978536
"NE: MA Extra-Large-Mesh Gillnet","Mid-Atlantic Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2015,"Striped bass, Goosefish, Skates, Other finfish","M","Striped bass unlisted",0,"Striped bass unlisted, Barndoor skate rebuilding",0,1029145.66,NA,NA,0.136887475,2,19375.36,NA,NA,45,230436.18,NA,NA,3,"5509",1,0.614,0.61,1.23,0.00347973158907291,NA,0.0206471988983761,NA,NA,0.0111934963453177,NA,0.163296804929389,0.333333333333333,NA,1,NA,1,0,0.0248605013095795,0.00347973158907291,0.0111934963453177,0.0206471988983761,0.355681106640507,0.461453757118983,9,0.153817919039661
"NE: MA Fish Pots and Traps","Mid-Atlantic Fish Pots and Traps","NE","pots and traps","pots and traps",2014,"Black sea bass, Tautog, Other finfish","Y","Tautog unlisted",0,"tautog unlisted",0,475842.73,NA,0,0.483470183,2,0,NA,0,23,22577.7,NA,0,2,NA,2,0.972631579,0.92,1.75,0.00160891217188021,NA,0.00202297340013129,NA,NA,0,0,0.576744776412357,0.333333333333333,0,0.511111111111111,0,0.5,0.333333333333333,0.0393812844356155,0.00160891217188021,0,0.00202297340013129,0.21519505570752,0.245785640577559,12,0.0709522028751992
"NE: MA Fish Pots and Traps","Mid-Atlantic Fish Pots and Traps","NE","pots and traps","pots and traps",2015,"Black sea bass, Tautog, Other finfish","Y","Tautog unlisted",0,"Tautog unlisted",0,160029.64,NA,0,0.303771444,2,0,NA,0,45,11993.58,NA,0,2,NA,2,0.798695652,0.82,1.16,0.000541089774887615,NA,0.00107463086640121,NA,NA,0,0,0.362377246230796,0.333333333333333,0,1,0,0.5,0.333333333333333,0.0323387203623803,0.000541089774887615,0,0.00107463086640121,0.235615257992395,0.309247815877804,12,0.089272154871677
"NE: MA General Category CA Scallop Dredge","Mid-Atlantic General Category Closed Area Scallop Dredge","NE","dredge, New Bedford","dredge",2010,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,902646.61,NA,NA,0.083933062,1,0,NA,NA,10,15692.67,NA,NA,1,"233",2,0.872285714,0.7169,1.9858,0.00305201493303346,NA,0.0014060712112854,NA,NA,0,NA,0.100126040403188,0.166666666666667,NA,0.222222222222222,NA,0,0.333333333333333,0.0353183389824504,0.00305201493303346,0,0.0014060712112854,0.0862124687752179,0.119292234793478,9,0.0397640782644925
"NE: MA General Category CA Scallop Dredge","Mid-Atlantic General Category Closed Area Scallop Dredge","NE","dredge, New Bedford","dredge",2011,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,242763.53,NA,NA,0.058581517,0,0,NA,NA,10,1228.12,NA,NA,1,"258",2,0.592373333,0.6068,1.0249,0.000820828340291353,NA,0.000110040176464797,NA,NA,0,NA,0.0698834904655572,0,NA,0.222222222222222,NA,0,0.333333333333333,0.0239848501967533,0.000820828340291353,0,0.000110040176464797,0.0650354764734622,0.118541015296301,9,0.0395136717654338
"NE: MA General Category CA Scallop Dredge","Mid-Atlantic General Category Closed Area Scallop Dredge","NE","dredge, New Bedford","dredge",2012,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,17330.01,NA,NA,0.034323644,0,0,NA,NA,10,948.22,NA,NA,1,"230",2,0.656085714,0.6408,1.0474,5.85959651580802e-05,NA,8.49609941434465e-05,NA,NA,0,NA,0.0409456117057737,0,NA,0.222222222222222,NA,0,0.333333333333333,0.0265645272835398,5.85959651580802e-05,0,8.49609941434465e-05,0.0623209251504171,0.118722881077624,9,0.0395742936925413
"NE: MA General Category CA Scallop Dredge","Mid-Atlantic General Category Closed Area Scallop Dredge","NE","dredge, New Bedford","dredge",2013,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,"403",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0.333333333333333,NA,NA,NA,NA,0.0666666666666667,0.157134840263677,4,0.0785674201318386
"NE: MA General Category CA Scallop Dredge","Mid-Atlantic General Category Closed Area Scallop Dredge","NE","dredge, New Bedford","dredge",2014,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,62358.36,NA,NA,0.02799428,2,0,NA,NA,23,358.61,NA,NA,1,"403",2,0.563125,0.465,1.05,0.000210845134531083,NA,3.21316383431918e-05,NA,NA,0,NA,0.0333951406459846,0.333333333333333,NA,0.511111111111111,NA,0,0.333333333333333,0.0228006022800602,0.000210845134531083,0,3.21316383431918e-05,0.12342164974767,0.19445813472965,9,0.0648193782432165
"NE: MA General Category CA Scallop Dredge","Mid-Atlantic General Category Closed Area Scallop Dredge","NE","dredge, New Bedford","dredge",2015,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,2460772.85,NA,NA,0.195029015,2,0,NA,NA,45,4437.91,NA,NA,1,"403",2,0.54,0.485,1.04,0.00832032758091598,NA,0.000397638992553566,NA,NA,0,NA,0.232655434823573,0.333333333333333,NA,1,NA,0,0.333333333333333,0.0218642845393696,0.00832032758091598,0,0.000397638992553566,0.192990435260308,0.320589855058003,9,0.106863285019334
"NE: MA General Category CA Scallop Trawl","Mid-Atlantic General Category Closed Area Scallop Trawl","NE","bottom trawl","trawl",2010,"Summer flounder, Atlantic sea scallop","N","None",0,"None",0,51917.88,NA,NA,0.03816587,1,0,NA,NA,10,0,NA,NA,1,NA,2,0.601845455,0.4366,1.2048,0.000175543942996074,NA,0,NA,NA,0,NA,0.0455291079651402,0.166666666666667,NA,0.222222222222222,NA,0,0.333333333333333,0.0243683708830488,0.000175543942996074,0,0,0.0792295245013407,0.120682329710568,9,0.0402274432368558
"NE: MA General Category CA Scallop Trawl","Mid-Atlantic General Category Closed Area Scallop Trawl","NE","bottom trawl","trawl",2011,"Summer flounder, Atlantic sea scallop","M","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0.333333333333333,NA,NA,NA,NA,0.0666666666666667,0.157134840263677,4,0.0785674201318386
"NE: MA General Category CA Scallop Trawl","Mid-Atlantic General Category Closed Area Scallop Trawl","NE","bottom trawl","trawl",2012,"Summer flounder, Atlantic sea scallop","N","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0.333333333333333,NA,NA,NA,NA,0.0666666666666667,0.157134840263677,4,0.0785674201318386
"NE: MA General Category CA Scallop Trawl","Mid-Atlantic General Category Closed Area Scallop Trawl","NE","bottom trawl","trawl",2013,"Summer flounder, Atlantic sea scallop","Y","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0.333333333333333,NA,NA,NA,NA,0.0666666666666667,0.157134840263677,4,0.0785674201318386
"NE: MA General Category CA Scallop Trawl","Mid-Atlantic General Category Closed Area Scallop Trawl","NE","bottom trawl","trawl",2014,"Summer flounder, Atlantic sea scallop","N","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,16,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.355555555555556,NA,0,0.333333333333333,NA,NA,NA,NA,0.137777777777778,0.199037464333991,4,0.0995187321669956
"NE: MA General Category CA Scallop Trawl","Mid-Atlantic General Category Closed Area Scallop Trawl","NE","bottom trawl","trawl",2015,"Summer flounder, Atlantic sea scallop","N","None",0,"None",0,299050.14,NA,NA,0.278240311,2,0,NA,NA,45,49.5,NA,NA,1,NA,2,0.702857143,0.675,1.1,0.0010111437664467,NA,4.43522516937061e-06,NA,NA,0,NA,0.331920460866559,0.333333333333333,NA,1,NA,0,0.333333333333333,0.0284582751205193,0.0010111437664467,0,4.43522516937061e-06,0.202806098164536,0.323668807981786,9,0.107889602660595
"NE: MA General Category OA Scallop Dredge","Mid-Atlantic General Category Open Area Scallop Dredge","NE","dredge, New Bedford","dredge",2010,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,391981.76,NA,NA,0.138242376,1,0,NA,NA,10,902.9,NA,NA,1,NA,2,0.72110625,0.7023,1.2505,0.00132536274079259,NA,8.09002990994894e-05,NA,NA,0,NA,0.16491310331093,0.166666666666667,NA,0.222222222222222,NA,0,0.333333333333333,0.02919717080207,0.00132536274079259,0,8.09002990994894e-05,0.0917738759375114,0.122519818178935,9,0.0408399393929784
"NE: MA General Category OA Scallop Dredge","Mid-Atlantic General Category Open Area Scallop Dredge","NE","dredge, New Bedford","dredge",2011,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,1689048.61,NA,NA,0.127343322,0,0,NA,NA,10,15249.21,NA,NA,1,NA,2,0.613936842,0.6971,1.0786,0.00571098536595558,NA,0.00136633696979834,NA,NA,0,NA,0.15191132433186,0,NA,0.222222222222222,NA,0,0.333333333333333,0.0248579440790556,0.00571098536595558,0,0.00136633696979834,0.0739402146302225,0.121333370512591,9,0.0404444568375304
"NE: MA General Category OA Scallop Dredge","Mid-Atlantic General Category Open Area Scallop Dredge","NE","dredge, New Bedford","dredge",2012,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,2251578.4,NA,NA,0.158191625,0,0,NA,NA,10,46126.95,NA,NA,1,NA,2,0.788806667,0.8377,1.1391,0.00761300250127299,NA,0.00413299817426868,NA,NA,0,NA,0.188711106907978,0,NA,0.222222222222222,NA,0,0.333333333333333,0.0319383211367403,0.00761300250127299,0,0.00413299817426868,0.0787950984275815,0.12391076770422,9,0.0413035892347399
"NE: MA General Category OA Scallop Dredge","Mid-Atlantic General Category Open Area Scallop Dredge","NE","dredge, New Bedford","dredge",2013,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,1684113.8,NA,NA,0.135200746,0,0,NA,NA,10,14570.91,NA,NA,1,"511",2,0.47534,0.3113,1.0983,0.00569429986174515,NA,0.0013055609449017,NA,NA,0,NA,0.161284659870232,0,NA,0.222222222222222,NA,0,0.333333333333333,0.0192462389128592,0.00569429986174515,0,0.0013055609449017,0.0743086315145294,0.122332161806083,9,0.0407773872686942
"NE: MA General Category OA Scallop Dredge","Mid-Atlantic General Category Open Area Scallop Dredge","NE","dredge, New Bedford","dredge",2014,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,5409914.67,NA,NA,0.358527861,2,0,NA,NA,23,24926.37,NA,NA,1,NA,2,0.56,0.48,1.07,0.0182919208651067,NA,0.00223341542636453,NA,NA,0,NA,0.427697670509798,0.333333333333333,NA,0.511111111111111,NA,0,0.333333333333333,0.0226740728556426,0.0182919208651067,0,0.00223341542636453,0.164867485743469,0.21197740687461,9,0.0706591356248701
"NE: MA General Category OA Scallop Dredge","Mid-Atlantic General Category Open Area Scallop Dredge","NE","dredge, New Bedford","dredge",2015,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,4276068.36,NA,NA,0.386672372,2,0,NA,NA,45,24511.09,NA,NA,1,NA,2,0.542051282,0.44,1.19,0.0144581770371817,NA,0.00219620612720623,NA,NA,0,NA,0.461272025815863,0.333333333333333,NA,1,NA,0,0.333333333333333,0.0219473397492187,0.0144581770371817,0,0.00219620612720623,0.216654041539614,0.331371103899229,9,0.110457034633076
"NE: MA General Category OA Scallop Trawl","Mid-Atlantic General Category Open Area Scallop Trawl","NE","bottom trawl","trawl",2010,"Summer flounder, Atlantic sea scallop","N","None",0,"None",0,287366.65,NA,NA,0.567026469,1,0,NA,NA,10,22187.77,NA,NA,1,NA,2,0.61889,0.5079,1.5752,0.000971639728482224,NA,0.00198803547386275,NA,NA,0,NA,0.676421350441985,0.166666666666667,NA,0.222222222222222,NA,0,0.333333333333333,0.0250584945529083,0.000971639728482224,0,0.00198803547386275,0.142666174241946,0.224345993962492,9,0.0747819979874973
"NE: MA General Category OA Scallop Trawl","Mid-Atlantic General Category Open Area Scallop Trawl","NE","bottom trawl","trawl",2011,"Summer flounder, Atlantic sea scallop","M","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0.333333333333333,NA,NA,NA,NA,0.0666666666666667,0.157134840263677,4,0.0785674201318386
"NE: MA General Category OA Scallop Trawl","Mid-Atlantic General Category Open Area Scallop Trawl","NE","bottom trawl","trawl",2012,"Summer flounder, Atlantic sea scallop","N","None",0,"None",0,1388322.03,NA,NA,0.496299072,0,0,NA,NA,10,236703.15,NA,NA,1,NA,2,0.66181875,0.51605,1.9161,0.0046941732461825,NA,0.0212087225969557,NA,NA,0,NA,0.592048708232955,0,NA,0.222222222222222,NA,0,0.333333333333333,0.0267966545620184,0.0046941732461825,0,0.0212087225969557,0.120030381419367,0.204531749401472,9,0.0681772498004907
"NE: MA General Category OA Scallop Trawl","Mid-Atlantic General Category Open Area Scallop Trawl","NE","bottom trawl","trawl",2013,"Summer flounder, Atlantic sea scallop","N","None",0,"None",0,988135.33,NA,NA,0.445078111,0,0,NA,NA,10,42609,NA,NA,1,NA,2,0.5383875,0.483,1.0266,0.00334106808756302,NA,0.00381778806548914,NA,NA,0,NA,0.530945825907798,0,NA,0.222222222222222,NA,0,0.333333333333333,0.0217989953563701,0.00334106808756302,0,0.00381778806548914,0.111545923297278,0.190237083424632,9,0.0634123611415441
"NE: MA General Category OA Scallop Trawl","Mid-Atlantic General Category Open Area Scallop Trawl","NE","bottom trawl","trawl",2014,"Summer flounder, Atlantic sea scallop","N","None",0,"None",0,841711.89,NA,NA,0.520371177,2,0,NA,NA,23,127627.09,NA,NA,1,NA,2,0.624117647,0.615,1.21,0.00284598338832937,NA,0.0114354521588187,NA,NA,0,NA,0.620764979275465,0.333333333333333,NA,0.511111111111111,NA,0,0.333333333333333,0.0252701589260182,0.00284598338832937,0,0.0114354521588187,0.183809435152641,0.24581134562789,9,0.0819371152092966
"NE: MA General Category OA Scallop Trawl","Mid-Atlantic General Category Open Area Scallop Trawl","NE","bottom trawl","trawl",2015,"Summer flounder, Atlantic sea scallop","N","None",0,"None",0,355795.87,NA,NA,0.644271163,2,0,NA,NA,45,4549.34,NA,NA,1,NA,2,0.823076923,0.73,1.51,0.00120301156213463,NA,0.000407623177212616,NA,NA,0,NA,0.768568654115665,0.333333333333333,NA,1,NA,0,0.333333333333333,0.0333259037819645,0.00120301156213463,0,0.000407623177212616,0.247017185930364,0.369867501785526,9,0.123289167261842
"NE: MA Hand Line","Mid-Atlantic Hand Line","NE","hand line","line",2014,"Black sea bass, Bluefish, Scup, Other finfish","Y","None",0,"None",0,693958.87,NA,0,0.589356431,2,0,NA,0,23,8137.52,NA,0,1,NA,2,1.06,1.17,1.36,0.00234640313350429,NA,0.000729125929702156,NA,NA,0,0,0.703059371552351,0.333333333333333,0,0.511111111111111,0,0,0.333333333333333,0.0429187807624663,0.00234640313350429,0,0.000729125929702156,0.148217804550446,0.242043328273966,12,0.0698718903672636
"NE: MA Hand Line","Mid-Atlantic Hand Line","NE","hand line","line",2015,"Black sea bass, Bluefish, Scup, Other finfish","Y","None",0,"None",0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0.333333333333333,NA,NA,NA,NA,0.0416666666666667,0.120013716637183,7,0.0453609211626514
"NE: MA Large-Mesh Gillnet","Mid-Atlantic Large-Mesh Gillnet","NE","large-mesh gillnet","gillnet",2010,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish","Y","None",0,"None",0,211790.51,NA,NA,0.048578784,1,0,NA,NA,10,196479.12,NA,NA,3,NA,1,0.786271429,0.8215,1.1663,0.000716102838069455,NA,0.0176046290561573,NA,NA,0,NA,0.0579509572702319,0.166666666666667,NA,0.222222222222222,NA,1,0,0.0318356708311718,0.000716102838069455,0,0.0176046290561573,0.249699624888452,0.407088292618515,9,0.135696097539505
"NE: MA Large-Mesh Gillnet","Mid-Atlantic Large-Mesh Gillnet","NE","large-mesh gillnet","gillnet",2011,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish","M","None",0,"None",0,508835.5,NA,NA,0.082648359,0,0,NA,NA,10,480632.23,NA,NA,3,NA,1,0.7489,0.6596,1.0751,0.00172046682195765,NA,0.0430648921960954,NA,NA,0,NA,0.0985934831317266,0,NA,0.222222222222222,NA,1,0,0.0303225235028406,0.00172046682195765,0,0.0430648921960954,0.239592358787484,0.411183907019697,9,0.137061302339899
"NE: MA Large-Mesh Gillnet","Mid-Atlantic Large-Mesh Gillnet","NE","large-mesh gillnet","gillnet",2012,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish","Y","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,0,NA,NA,NA,NA,0.4,0.577350269189626,4,0.288675134594813
"NE: MA Large-Mesh Gillnet","Mid-Atlantic Large-Mesh Gillnet","NE","large-mesh gillnet","gillnet",2013,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish","Y","None",0,"None",0,158617.81,NA,NA,0.032607468,0,0,NA,NA,10,126635.86,NA,NA,3,NA,1,1.0021625,1.0391,1.403,0.000536316116852269,NA,0.0113466374468059,NA,NA,0,NA,0.0388983385166342,0,NA,0.222222222222222,NA,1,0,0.0405769741753445,0.000536316116852269,0,0.0113466374468059,0.231358048847786,0.415249904735875,9,0.138416634911958
"NE: MA Large-Mesh Gillnet","Mid-Atlantic Large-Mesh Gillnet","NE","large-mesh gillnet","gillnet",2014,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish","Y","Smooth dogfish, Striped bass unlisted",0,"Smooth dogfish, Striped bass unlisted",0,344359.28,NA,NA,0.054157557,2,2447.91,NA,NA,23,166189.69,NA,NA,3,NA,1,1.246470588,0.75,2.72,0.00116434233867964,NA,0.0148906807268262,NA,NA,0.00141420193682423,NA,0.0646060278406135,0.333333333333333,NA,0.511111111111111,NA,1,0,0.0504688659370136,0.00116434233867964,0.00141420193682423,0.0148906807268262,0.29769885632244,0.411903249031316,9,0.137301083010439
"NE: MA Large-Mesh Gillnet","Mid-Atlantic Large-Mesh Gillnet","NE","large-mesh gillnet","gillnet",2015,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish","Y","Smooth dogfish, Striped bass unlisted",0,"Smooth dogfish, Striped bass unlisted",0,410713.39,NA,NA,0.075854209,2,18296.94,NA,NA,45,239710.96,NA,NA,3,NA,1,0.60484375,0.6,1.52,0.00138869784208994,NA,0.0214782239023433,NA,NA,0.0105704735819359,NA,0.090488556167364,0.333333333333333,NA,1,NA,1,0,0.0244897700960358,0.00138869784208994,0.0105704735819359,0.0214782239023433,0.34817490549231,0.465663794063887,9,0.155221264687962
